id,game_id,team_id,opponent_id,loc,result,season,conf,avg_DR,avg_OR,avg_PF,avg_TO,avg_Ast,avg_Blk,avg_FGA,avg_FGM,avg_FTA,avg_FTM,avg_Stl,avg_FGA3,avg_FGM3,avg_rank,opp_conf,avg_Score,avg_DR_opp,avg_OR_opp,avg_PF_opp,avg_TO_opp,opp_avg_DR,opp_avg_OR,opp_avg_PF,opp_avg_TO,avg_Ast_opp,avg_Blk_opp,avg_FGA_opp,avg_FGM_opp,avg_FTA_opp,avg_FTM_opp,avg_Stl_opp,mr_seed_num,opp_avg_Ast,opp_avg_Blk,opp_avg_FGA,opp_avg_FGM,opp_avg_FTA,opp_avg_FTM,opp_avg_Stl,avg_FGA3_opp,avg_FGM3_opp,opp_avg_FGA3,opp_avg_FGM3,opp_avg_rank,avg_Score_opp,opp_avg_Score,opp_avg_DR_opp,opp_avg_OR_opp,opp_avg_PF_opp,opp_avg_TO_opp,opp_avg_Ast_opp,opp_avg_Blk_opp,opp_avg_FGA_opp,opp_avg_FGM_opp,opp_avg_FTA_opp,opp_avg_FTM_opp,opp_avg_Stl_opp,opp_mr_seed_num,opp_avg_FGA3_opp,opp_avg_FGM3_opp,opp_avg_Score_opp
204996.0,5314.0,43.0,157.0,N,1.0,2010.0,pac_ten,24.272727272727273,11.484848484848484,17.0,12.0,14.454545454545455,2.484848484848485,58.45454545454545,27.90909090909091,20.575757575757574,15.575757575757576,5.666666666666667,17.636363636363637,6.575757575757576,27.625,big_east,77.96969696969697,21.12121212121212,10.757575757575758,17.393939393939394,12.93939393939394,22.40625,14.46875,20.125,13.6875,12.454545454545455,3.8181818181818183,56.84848484848485,24.636363636363637,19.303030303030305,13.454545454545455,5.454545454545454,8.0,15.5625,4.1875,59.375,26.5625,21.59375,15.1875,7.78125,17.636363636363637,5.666666666666667,23.6875,8.03125,38.91836734693877,68.39393939393939,76.34375,21.96875,13.28125,19.71875,15.34375,13.34375,2.09375,55.6875,23.75,22.78125,15.9375,6.53125,9.0,17.96875,6.15625,69.59375
204997.0,5314.0,157.0,43.0,N,0.0,2010.0,big_east,22.40625,14.46875,20.125,13.6875,15.5625,4.1875,59.375,26.5625,21.59375,15.1875,7.78125,23.6875,8.03125,38.91836734693877,pac_ten,76.34375,21.96875,13.28125,19.71875,15.34375,24.272727272727273,11.484848484848484,17.0,12.0,13.34375,2.09375,55.6875,23.75,22.78125,15.9375,6.53125,9.0,14.454545454545455,2.484848484848485,58.45454545454545,27.90909090909091,20.575757575757574,15.575757575757576,5.666666666666667,17.96875,6.15625,17.636363636363637,6.575757575757576,27.625,69.59375,77.96969696969697,21.12121212121212,10.757575757575758,17.393939393939394,12.93939393939394,12.454545454545455,3.8181818181818183,56.84848484848485,24.636363636363637,19.303030303030305,13.454545454545455,5.454545454545454,8.0,17.636363636363637,5.666666666666667,68.39393939393939
204998.0,5315.0,65.0,296.0,N,1.0,2010.0,ivy,23.17241379310345,10.275862068965518,18.24137931034483,12.241379310344827,16.24137931034483,3.6206896551724137,56.10344827586207,26.75862068965517,16.20689655172414,11.862068965517242,7.137931034482759,22.379310344827587,9.793103448275861,52.326530612244895,a_ten,75.17241379310344,21.517241379310345,9.89655172413793,16.82758620689655,13.793103448275861,26.058823529411764,11.029411764705882,14.735294117647058,10.470588235294118,11.344827586206897,2.793103448275862,52.3448275862069,22.06896551724138,20.379310344827587,14.655172413793103,6.344827586206897,12.0,14.735294117647058,2.9411764705882355,55.588235294117645,24.235294117647058,15.411764705882353,10.617647058823529,4.705882352941177,16.310344827586206,5.758620689655173,17.294117647058822,5.852941176470588,15.26923076923077,64.55172413793103,64.94117647058823,22.852941176470587,9.882352941176471,16.323529411764707,11.294117647058824,9.794117647058824,2.9705882352941178,54.38235294117647,20.58823529411765,14.470588235294118,10.058823529411764,5.294117647058823,5.0,17.5,4.911764705882353,56.14705882352941
204999.0,5315.0,296.0,65.0,N,0.0,2010.0,a_ten,26.058823529411764,11.029411764705882,14.735294117647058,10.470588235294118,14.735294117647058,2.9411764705882355,55.588235294117645,24.235294117647058,15.411764705882353,10.617647058823529,4.705882352941177,17.294117647058822,5.852941176470588,15.26923076923077,ivy,64.94117647058823,22.852941176470587,9.882352941176471,16.323529411764707,11.294117647058824,23.17241379310345,10.275862068965518,18.24137931034483,12.241379310344827,9.794117647058824,2.9705882352941178,54.38235294117647,20.58823529411765,14.470588235294118,10.058823529411764,5.294117647058823,5.0,16.24137931034483,3.6206896551724137,56.10344827586207,26.75862068965517,16.20689655172414,11.862068965517242,7.137931034482759,17.5,4.911764705882353,22.379310344827587,9.793103448275861,52.326530612244895,56.14705882352941,75.17241379310344,21.517241379310345,9.89655172413793,16.82758620689655,13.793103448275861,11.344827586206897,2.793103448275862,52.3448275862069,22.06896551724138,20.379310344827587,14.655172413793103,6.344827586206897,12.0,16.310344827586206,5.758620689655173,64.55172413793103
205000.0,5316.0,81.0,15.0,N,1.0,2010.0,acc,24.441176470588236,14.617647058823529,18.529411764705884,11.117647058823529,13.941176470588236,4.205882352941177,60.205882352941174,26.5,22.823529411764707,17.41176470588235,6.9411764705882355,19.764705882352942,7.5588235294117645,3.4423076923076925,swac,77.97058823529412,21.352941176470587,11.794117647058824,19.735294117647058,14.794117647058824,25.727272727272727,12.515151515151516,22.575757575757574,16.727272727272727,11.029411764705882,3.8823529411764706,55.411764705882355,22.38235294117647,19.11764705882353,13.088235294117647,5.294117647058823,1.0,12.515151515151516,3.5454545454545454,52.27272727272727,21.454545454545453,25.87878787878788,17.242424242424242,6.7272727272727275,13.676470588235293,3.8529411764705883,13.545454545454545,4.151515151515151,228.79166666666666,61.705882352941174,64.3030303030303,22.333333333333332,9.333333333333334,21.060606060606062,13.909090909090908,11.515151515151516,4.393939393939394,50.696969696969695,20.424242424242426,27.575757575757574,18.242424242424242,7.757575757575758,16.0,15.606060606060606,4.96969696969697,64.06060606060606
205001.0,5316.0,15.0,81.0,N,0.0,2010.0,swac,25.727272727272727,12.515151515151516,22.575757575757574,16.727272727272727,12.515151515151516,3.5454545454545454,52.27272727272727,21.454545454545453,25.87878787878788,17.242424242424242,6.7272727272727275,13.545454545454545,4.151515151515151,228.79166666666666,acc,64.3030303030303,22.333333333333332,9.333333333333334,21.060606060606062,13.909090909090908,24.441176470588236,14.617647058823529,18.529411764705884,11.117647058823529,11.515151515151516,4.393939393939394,50.696969696969695,20.424242424242426,27.575757575757574,18.242424242424242,7.757575757575758,16.0,13.941176470588236,4.205882352941177,60.205882352941174,26.5,22.823529411764707,17.41176470588235,6.9411764705882355,15.606060606060606,4.96969696969697,19.764705882352942,7.5588235294117645,3.4423076923076925,64.06060606060606,77.97058823529412,21.352941176470587,11.794117647058824,19.735294117647058,14.794117647058824,11.029411764705882,3.8823529411764706,55.411764705882355,22.38235294117647,19.11764705882353,13.088235294117647,5.294117647058823,1.0,13.676470588235293,3.8529411764705883,61.705882352941174
205002.0,5317.0,110.0,229.0,N,1.0,2010.0,acc,26.545454545454547,13.696969696969697,18.666666666666668,16.333333333333332,13.757575757575758,5.484848484848484,57.878787878787875,26.303030303030305,21.666666666666668,13.909090909090908,7.757575757575758,16.363636363636363,6.0,37.36734693877551,big_twelve,72.51515151515152,22.0,13.969696969696969,19.12121212121212,15.06060606060606,25.875,10.125,20.125,12.71875,13.090909090909092,3.303030303030303,59.81818181818182,22.848484848484848,20.757575757575758,13.848484848484848,7.909090909090909,10.0,12.53125,2.59375,56.78125,25.53125,20.8125,14.875,6.4375,20.96969696969697,6.545454545454546,23.8125,8.375,36.816326530612244,66.0909090909091,74.3125,24.1875,9.875,18.78125,13.34375,11.53125,3.0,55.96875,23.46875,20.53125,14.125,5.65625,7.0,19.3125,7.03125,68.09375
205003.0,5317.0,229.0,110.0,N,0.0,2010.0,big_twelve,25.875,10.125,20.125,12.71875,12.53125,2.59375,56.78125,25.53125,20.8125,14.875,6.4375,23.8125,8.375,36.816326530612244,acc,74.3125,24.1875,9.875,18.78125,13.34375,26.545454545454547,13.696969696969697,18.666666666666668,16.333333333333332,11.53125,3.0,55.96875,23.46875,20.53125,14.125,5.65625,7.0,13.757575757575758,5.484848484848484,57.878787878787875,26.303030303030305,21.666666666666668,13.909090909090908,7.757575757575758,19.3125,7.03125,16.363636363636363,6.0,37.36734693877551,68.09375,72.51515151515152,22.0,13.969696969696969,19.12121212121212,15.06060606060606,13.090909090909092,3.303030303030303,59.81818181818182,22.848484848484848,20.757575757575758,13.848484848484848,7.909090909090909,10.0,20.96969696969697,6.545454545454546,66.0909090909091
205004.0,5318.0,111.0,99.0,N,1.0,2010.0,wcc,27.35483870967742,10.580645161290322,18.096774193548388,13.064516129032258,13.516129032258064,4.096774193548387,54.74193548387097,27.0,26.967741935483872,17.967741935483872,6.451612903225806,15.193548387096774,5.548387096774194,34.745098039215684,acc,77.51612903225806,22.032258064516128,10.96774193548387,21.35483870967742,12.870967741935484,25.29032258064516,12.741935483870968,17.838709677419356,16.774193548387096,12.193548387096774,2.870967741935484,59.064516129032256,24.225806451612904,20.032258064516128,13.064516129032258,6.548387096774194,8.0,13.903225806451612,6.32258064516129,54.03225806451613,24.580645161290324,20.93548387096774,13.516129032258064,8.387096774193548,19.0,6.354838709677419,17.322580645161292,5.806451612903226,32.16326530612245,67.87096774193549,68.48387096774194,20.225806451612904,12.225806451612904,18.580645161290324,16.06451612903226,9.709677419354838,2.3548387096774195,55.12903225806452,20.612903225806452,18.677419354838708,12.483870967741936,8.03225806451613,9.0,19.612903225806452,6.451612903225806,60.16129032258065
205005.0,5318.0,99.0,111.0,N,0.0,2010.0,acc,25.29032258064516,12.741935483870968,17.838709677419356,16.774193548387096,13.903225806451612,6.32258064516129,54.03225806451613,24.580645161290324,20.93548387096774,13.516129032258064,8.387096774193548,17.322580645161292,5.806451612903226,32.16326530612245,wcc,68.48387096774194,20.225806451612904,12.225806451612904,18.580645161290324,16.06451612903226,27.35483870967742,10.580645161290322,18.096774193548388,13.064516129032258,9.709677419354838,2.3548387096774195,55.12903225806452,20.612903225806452,18.677419354838708,12.483870967741936,8.03225806451613,9.0,13.516129032258064,4.096774193548387,54.74193548387097,27.0,26.967741935483872,17.967741935483872,6.451612903225806,19.612903225806452,6.451612903225806,15.193548387096774,5.548387096774194,34.745098039215684,60.16129032258065,77.51612903225806,22.032258064516128,10.96774193548387,21.35483870967742,12.870967741935484,12.193548387096774,2.870967741935484,59.064516129032256,24.225806451612904,20.032258064516128,13.064516129032258,6.548387096774194,8.0,19.0,6.354838709677419,67.87096774193549
